Datetime,Open,High,Low,Close,Volume,Supertrend,Final Lowerband,Final Upperband
2024-06-20 04:30:00+00:00,65133.75390625,65181.88671875,65133.75390625,65181.88671875,0,True,,
2024-06-20 04:35:00+00:00,65222.6640625,65222.6640625,65198.78515625,65205.4375,45056,True,,
2024-06-20 04:40:00+00:00,65214.16796875,65214.16796875,65189.546875,65189.546875,0,True,,
2024-06-20 04:45:00+00:00,65149.5234375,65179.8828125,65149.5234375,65179.8828125,0,True,,
2024-06-20 04:50:00+00:00,65214.91015625,65282.0703125,65214.91015625,65238.8046875,3514368,True,,
2024-06-20 04:55:00+00:00,65216.4296875,65274.99609375,65216.4296875,65274.99609375,8663040,True,,
2024-06-20 05:00:00+00:00,65263.4921875,65263.4921875,65231.0703125,65236.90234375,0,True,,
2024-06-20 05:05:00+00:00,65271.7109375,65306.2109375,65269.94140625,65306.2109375,21592064,True,,
2024-06-20 05:10:00+00:00,65303.62890625,65303.62890625,65268.31640625,65274.8046875,33859584,True,,
2024-06-20 05:15:00+00:00,65279.65625,65295.40234375,65267.3984375,65267.3984375,0,True,65232.53294771049,
2024-06-20 05:20:00+00:00,65262.66796875,65278.12890625,65262.453125,65277.40625,0,True,65232.53294771049,
2024-06-20 05:25:00+00:00,65292.55078125,65335.4921875,65292.55078125,65335.4921875,18393088,True,65268.03236518793,
2024-06-20 05:30:00+00:00,65326.39453125,65348.0703125,65326.39453125,65348.0703125,15847424,True,65294.50327862527,
2024-06-20 05:35:00+00:00,65344.66796875,65381.15625,65339.3515625,65371.6328125,11460608,True,65317.644630388975,
2024-06-20 05:40:00+00:00,65383.09765625,65399.12890625,65360.4140625,65360.4140625,21186560,True,65337.65262390517,
2024-06-20 05:45:00+00:00,65361.45703125,65402.57421875,65361.45703125,65391.2109375,23353344,True,65339.891695684884,
2024-06-20 05:50:00+00:00,65418.2421875,65456.08984375,65417.15625,65456.08984375,47337472,True,65391.76817573638,
2024-06-20 05:55:00+00:00,65516.00390625,65557.609375,65516.00390625,65557.609375,47300608,True,65485.28459659106,
2024-06-20 06:00:00+00:00,65495.62109375,65562.3828125,65485.984375,65557.3046875,14428160,True,65485.28459659106,
2024-06-20 06:05:00+00:00,65529.13671875,65529.13671875,65458.82421875,65499.10546875,52156416,True,65485.28459659106,
2024-06-20 06:10:00+00:00,65504.77734375,65583.0546875,65504.77734375,65583.0546875,50640896,True,65485.28459659106,
2024-06-20 06:15:00+00:00,65570.2890625,65570.2890625,65484.36328125,65504.49609375,35917824,True,65485.28459659106,
2024-06-20 06:20:00+00:00,65501.31640625,65501.31640625,65468.99609375,65468.99609375,33388544,False,,65548.00743771285
2024-06-20 06:25:00+00:00,65507.7890625,65507.7890625,65470.51171875,65484.95703125,4407296,False,,65548.00743771285
2024-06-20 06:30:00+00:00,65505.31640625,65549.203125,65505.31640625,65549.203125,3147776,True,65466.591002863155,
2024-06-20 06:35:00+00:00,65559.5,65586.53125,65559.5,65560.4375,10276864,True,65514.842148503296,
2024-06-20 06:40:00+00:00,65562.9453125,65562.9453125,65489.33984375,65489.33984375,3696640,False,,65585.95453080625
2024-06-20 06:45:00+00:00,65484.671875,65484.671875,65432.0234375,65432.0234375,0,False,,65517.896272645965
2024-06-20 06:50:00+00:00,65423.9296875,65423.9296875,65379.71875,65398.69921875,0,False,,65460.61263589321
2024-06-20 06:55:00+00:00,65424.81640625,65424.81640625,65407.18359375,65417.24609375,0,False,,65460.61263589321
2024-06-20 07:00:00+00:00,65436.90625,65473.52734375,65436.90625,65473.52734375,0,True,65399.74608432029,
2024-06-20 07:05:00+00:00,65487.92578125,65531.7890625,65487.92578125,65531.7890625,0,True,65454.097684502354,
2024-06-20 07:10:00+00:00,65530.28125,65544.7421875,65525.1640625,65540.359375,0,True,65482.926927008506,
2024-06-20 07:15:00+00:00,65546.8828125,65890.9140625,65546.8828125,65890.9140625,33974272,True,65636.16534463609,
2024-06-20 07:20:00+00:00,65886.6640625,65892.078125,65822.5,65864.0234375,195782656,True,65775.90524077733,
2024-06-20 07:25:00+00:00,65830.015625,65856.96875,65827.4296875,65856.96875,27533312,True,65775.90524077733,
2024-06-20 07:30:00+00:00,65834.109375,65882.015625,65834.109375,65854.734375,0,True,65784.21024870974,
2024-06-20 07:35:00+00:00,65797.625,65886.359375,65793.59375,65862.5859375,37015552,True,65784.21024870974,
2024-06-20 07:40:00+00:00,65887.25,65887.25,65817.3984375,65817.3984375,28139520,True,65784.21024870974,
2024-06-20 07:45:00+00:00,65832.875,65860.8125,65832.875,65860.8125,6541312,True,65784.21024870974,
2024-06-20 07:50:00+00:00,65801.0078125,65812.984375,65799.875,65812.984375,35198976,True,65784.21024870974,
2024-06-20 07:55:00+00:00,65799.359375,65809.078125,65787.828125,65809.078125,1538048,True,65784.21024870974,
2024-06-20 08:00:00+00:00,65836.3359375,65863.6015625,65833.4765625,65833.4765625,0,True,65784.21024870974,
2024-06-20 08:05:00+00:00,65821.2109375,65848.9453125,65796.3359375,65826.4296875,1220608,True,65784.21024870974,
2024-06-20 08:10:00+00:00,65806.5625,65806.5625,65760.7578125,65760.7578125,16957440,False,,65847.62799418863
2024-06-20 08:15:00+00:00,65757.171875,65757.171875,65715.796875,65718.046875,0,False,,65798.5364744486
2024-06-20 08:20:00+00:00,65719.75,65800.2734375,65719.75,65796.2890625,26210304,False,,65798.5364744486
2024-06-20 08:25:00+00:00,65762.1640625,65769.5,65761.140625,65761.140625,24997888,False,,65798.5364744486
2024-06-20 08:30:00+00:00,65748.2265625,65761.078125,65726.546875,65726.546875,0,False,,65798.5364744486
2024-06-20 08:35:00+00:00,65711.0,65726.9453125,65659.859375,65659.859375,0,False,,65752.76423255104
2024-06-20 08:40:00+00:00,65663.140625,65663.1953125,65613.5078125,65613.5078125,22831104,False,,65696.74150414349
2024-06-20 08:45:00+00:00,65655.7421875,65655.7421875,65615.6640625,65615.6640625,21800960,False,,65692.47073747205
2024-06-20 08:50:00+00:00,65615.4375,65655.390625,65615.4375,65655.390625,209876992,False,,65690.49388502564
2024-06-20 08:55:00+00:00,65669.484375,65708.6640625,65665.03125,65665.03125,9469952,False,,65690.49388502564
2024-06-20 09:00:00+00:00,65661.5,65678.8125,65658.234375,65658.234375,0,False,,65690.49388502564
2024-06-20 09:05:00+00:00,65670.34375,65670.34375,65649.0859375,65662.0390625,3241984,False,,65690.49388502564
2024-06-20 09:10:00+00:00,65658.6484375,65659.3515625,65635.46875,65635.46875,25352192,False,,65690.49388502564
2024-06-20 09:15:00+00:00,65617.3203125,65617.3203125,65601.109375,65609.6875,0,False,,65654.26123265167
2024-06-20 09:20:00+00:00,65621.7734375,65633.3359375,65621.0,65633.3359375,0,False,,65654.26123265167
2024-06-20 09:25:00+00:00,65621.4375,65621.4375,65609.234375,65609.234375,0,False,,65654.26123265167
2024-06-20 09:30:00+00:00,65597.828125,65724.3046875,65597.828125,65683.546875,20555776,True,65611.48793865531,
2024-06-20 09:35:00+00:00,65672.2109375,65697.7890625,65672.2109375,65697.7890625,49809408,True,65637.82506519505,
2024-06-20 09:40:00+00:00,65689.46875,65689.46875,65659.8203125,65659.8203125,22683648,True,65637.82506519505,
2024-06-20 09:45:00+00:00,65654.6796875,65693.90625,65643.6953125,65693.90625,10776576,True,65637.82506519505,
2024-06-20 09:50:00+00:00,65695.7578125,65713.53125,65694.4765625,65709.0546875,14153728,True,65660.05985399534,
2024-06-20 09:55:00+00:00,65706.7890625,65706.7890625,65682.8984375,65686.8671875,0,True,65660.05985399534,
2024-06-20 10:00:00+00:00,65684.1953125,65711.3671875,65662.5859375,65662.5859375,0,True,65660.05985399534,
2024-06-20 10:05:00+00:00,65677.65625,65677.65625,65635.4296875,65643.578125,0,False,,65699.30889650072
2024-06-20 10:10:00+00:00,65664.1171875,65697.3671875,65664.1171875,65697.3671875,4218880,False,,65699.30889650072
2024-06-20 10:15:00+00:00,65702.6875,65729.328125,65702.6875,65729.328125,817152,True,65673.33035708181,
2024-06-20 10:20:00+00:00,65705.9140625,65705.9140625,65660.4921875,65660.4921875,0,False,,65728.49790459011
2024-06-20 10:25:00+00:00,65668.90625,65706.21875,65668.90625,65706.21875,0,False,,65728.49790459011
2024-06-20 10:30:00+00:00,65703.0625,65719.625,65699.7421875,65719.625,5197824,False,,65728.49790459011
2024-06-20 10:35:00+00:00,65730.7890625,65791.8515625,65730.7890625,65791.8515625,16801792,True,65715.58427584128,
2024-06-20 10:40:00+00:00,65803.6640625,65803.6640625,65770.390625,65770.390625,15669248,True,65742.53802827962,
2024-06-20 10:45:00+00:00,65758.6484375,65825.234375,65758.6484375,65825.234375,0,True,65745.24169253696,
2024-06-20 10:50:00+00:00,65861.28125,65861.28125,65822.96875,65822.96875,1351680,True,65796.26425909059,
2024-06-20 10:55:00+00:00,65865.28125,66095.5234375,65865.28125,66095.5234375,101869568,True,65911.86609210637,
2024-06-20 11:00:00+00:00,66190.640625,66190.640625,66099.9453125,66133.21875,40867840,True,66074.09797811332,
2024-06-20 11:05:00+00:00,66177.796875,66385.859375,66177.796875,66385.859375,93399040,True,66192.4846059363,
2024-06-20 11:10:00+00:00,66307.8203125,66385.5078125,66307.8203125,66385.5078125,178991104,True,66258.45121141258,
2024-06-20 11:15:00+00:00,66374.8515625,66425.34375,66374.8515625,66401.15625,105074688,True,66315.65753916072,
2024-06-20 11:20:00+00:00,66338.84375,66338.84375,66294.203125,66294.203125,87203840,False,,66403.21521399744
2024-06-20 11:25:00+00:00,66320.109375,66386.0703125,66320.109375,66386.0703125,65916928,False,,66403.21521399744
2024-06-20 11:30:00+00:00,66387.2578125,66438.9609375,66387.2578125,66398.9296875,25714688,False,,66403.21521399744
2024-06-20 11:35:00+00:00,66334.234375,66334.234375,66243.2421875,66243.2421875,12093440,False,,66379.70723136097
2024-06-20 11:40:00+00:00,66248.140625,66248.140625,66173.5703125,66173.5703125,0,False,,66300.18438372329
2024-06-20 11:45:00+00:00,66181.640625,66181.640625,66143.3671875,66153.203125,0,False,,66246.7267932739
2024-06-20 11:50:00+00:00,66170.796875,66200.046875,66153.0859375,66153.0859375,0,False,,66246.7267932739
2024-06-20 11:55:00+00:00,66141.3359375,66177.109375,66131.28125,66131.28125,0,False,,66231.22459987501
2024-06-20 12:00:00+00:00,66143.40625,66167.4765625,66059.828125,66124.4375,0,False,,66193.74375607562
2024-06-20 12:05:00+00:00,66101.59375,66255.015625,66101.59375,66255.015625,49694720,True,66090.8797764033,
2024-06-20 12:10:00+00:00,66219.3984375,66264.5078125,66149.3203125,66149.3203125,60411904,True,66116.71273832962,
2024-06-20 12:15:00+00:00,66111.390625,66111.390625,66030.1015625,66034.6953125,24264704,False,,66163.84930553957
2024-06-20 12:20:00+00:00,65997.1953125,65997.1953125,65913.15625,65913.15625,101701632,False,,66051.12270602639
2024-06-20 12:25:00+00:00,65913.4921875,66035.671875,65913.4921875,66035.671875,82642944,False,,66051.12270602639
2024-06-20 12:30:00+00:00,66035.1875,66079.8671875,65988.9375,65988.9375,49678336,False,,66051.12270602639
2024-06-20 12:35:00+00:00,65951.9453125,66013.5625,65951.9453125,66013.5625,130973696,False,,66051.12270602639
2024-06-20 12:40:00+00:00,65944.125,65959.75,65927.5625,65945.5625,76693504,False,,66037.04919259598
2024-06-20 12:45:00+00:00,65989.6171875,66043.0546875,65986.359375,66043.0546875,9664512,True,65920.90415327517,
2024-06-20 12:50:00+00:00,66052.578125,66075.671875,66042.2421875,66042.2421875,60248064,True,65971.19161664977,
2024-06-20 12:55:00+00:00,66039.0703125,66043.65625,65949.6328125,65949.6328125,49371136,False,,66085.03576160446
2024-06-20 13:00:00+00:00,65956.6796875,65956.6796875,65886.71875,65886.71875,0,False,,66008.24738413127
2024-06-20 13:05:00+00:00,65847.9375,65865.21875,65832.140625,65832.140625,48259072,False,,65932.0307931282
2024-06-20 13:10:00+00:00,65849.0625,65849.0625,65815.7421875,65844.0546875,122056704,False,,65910.75029159464
2024-06-20 13:15:00+00:00,65791.296875,65791.296875,65505.83984375,65505.83984375,103038976,False,,65752.9033636387
2024-06-20 13:20:00+00:00,65566.1484375,65566.1484375,65383.1796875,65383.1796875,231536640,False,,65586.86254123675
2024-06-20 13:25:00+00:00,65367.32421875,65367.32421875,65253.453125,65253.453125,108720128,False,,65424.33997902959
2024-06-20 13:30:00+00:00,65337.7734375,65337.7734375,65218.23046875,65237.15234375,272996352,False,,65392.512432193245
2024-06-20 13:35:00+00:00,65206.23046875,65313.2421875,65206.23046875,65313.2421875,278685696,False,,65373.496924216466
2024-06-20 13:40:00+00:00,65349.171875,65443.4609375,65349.171875,65443.4609375,112375808,True,65280.909981049284,
2024-06-20 13:45:00+00:00,65399.15234375,65467.0546875,65399.15234375,65467.0546875,77410304,True,65322.44753420587,
2024-06-20 13:50:00+00:00,65411.66015625,65411.66015625,65146.8984375,65195.33984375,93341696,False,,65410.885446598346
2024-06-20 13:55:00+00:00,65215.56640625,65217.8515625,65174.91796875,65174.91796875,97892352,False,,65319.12360586973
2024-06-20 14:00:00+00:00,65121.15234375,65121.15234375,65027.55078125,65027.55078125,16705536,False,,65199.553250938974
2024-06-20 14:05:00+00:00,64963.6640625,64987.34765625,64864.8125,64864.8125,88504320,False,,65055.03544432023
2024-06-20 14:10:00+00:00,64856.09765625,64856.09765625,64784.23046875,64803.81640625,138285056,False,,64944.28207377271
2024-06-20 14:15:00+00:00,64825.8984375,64826.4140625,64825.8984375,64826.4140625,22802432,False,,64940.12218529692
2024-06-20 14:20:00+00:00,64750.1328125,64843.421875,64676.48046875,64843.421875,110329856,False,,64879.214673275164
2024-06-20 14:25:00+00:00,64799.2109375,64981.1796875,64799.2109375,64981.1796875,187826176,True,64764.66126599072,
2024-06-20 14:30:00+00:00,65008.125,65082.35546875,64993.85546875,65082.35546875,31281152,True,64915.00725584596,
2024-06-20 14:35:00+00:00,64935.85546875,65009.484375,64915.50390625,64954.5390625,60342272,True,64915.00725584596,
2024-06-20 14:40:00+00:00,64948.7109375,64948.7109375,64880.3515625,64887.62890625,51183616,False,,65036.676190833154
2024-06-20 14:45:00+00:00,64888.6484375,64888.6484375,64823.65234375,64838.87890625,25546752,False,,64972.58043464164
2024-06-20 14:50:00+00:00,64916.3046875,64963.6796875,64883.0234375,64883.0234375,60702720,False,,64972.58043464164
2024-06-20 14:55:00+00:00,64889.72265625,64948.49609375,64889.72265625,64927.89453125,49766400,False,,64972.58043464164
2024-06-20 15:00:00+00:00,64922.390625,64957.65625,64895.69921875,64895.69921875,0,False,,64972.58043464164
2024-06-20 15:05:00+00:00,64807.88671875,64892.97265625,64807.88671875,64892.97265625,111349760,False,,64955.57806861873
2024-06-20 15:10:00+00:00,64832.1875,64921.12890625,64819.41796875,64921.12890625,111249408,False,,64955.57806861873
2024-06-20 15:15:00+00:00,64952.34765625,64952.34765625,64906.7109375,64906.7109375,35424256,False,,64955.57806861873
2024-06-20 15:20:00+00:00,64877.2890625,64879.31640625,64813.5859375,64879.31640625,106711040,False,,64944.76272540731
2024-06-20 15:25:00+00:00,64880.08984375,64880.08984375,64821.3046875,64822.4140625,76949504,False,,64944.76272540731
2024-06-20 15:30:00+00:00,64813.2890625,64859.203125,64813.2890625,64859.203125,31049728,False,,64925.76051520271
2024-06-20 15:35:00+00:00,64874.1015625,64891.77734375,64869.11328125,64891.77734375,46841856,False,,64925.76051520271
2024-06-20 15:40:00+00:00,64901.30859375,65054.18359375,64901.30859375,65054.18359375,60723200,True,64886.06710624664,
2024-06-20 15:45:00+00:00,65024.0390625,65024.0390625,64929.8359375,64929.8359375,1458176,True,64886.06710624664,
2024-06-20 15:50:00+00:00,64909.80859375,64951.8046875,64909.80859375,64948.85546875,19896320,True,64886.06710624664,
2024-06-20 15:55:00+00:00,64929.92578125,64929.92578125,64807.93359375,64807.93359375,24035328,False,,64963.707666985756
2024-06-20 16:00:00+00:00,64788.8046875,64788.8046875,64755.15234375,64755.15234375,0,False,,64862.55682033018
2024-06-20 16:05:00+00:00,64594.4765625,64675.0078125,64586.5859375,64586.5859375,136359936,False,,64729.17399292149
2024-06-20 16:10:00+00:00,64607.9296875,64773.73828125,64607.9296875,64773.73828125,114726912,True,64583.57934073387,
2024-06-20 16:15:00+00:00,64731.8125,64741.8671875,64722.27734375,64722.27734375,86259712,True,64630.39699437226,
2024-06-20 16:20:00+00:00,64573.75390625,64618.921875,64562.9609375,64567.57421875,94906368,False,,64698.38079265219
2024-06-20 16:25:00+00:00,64612.8984375,64622.203125,64580.25390625,64622.203125,113186816,False,,64698.38079265219
2024-06-20 16:30:00+00:00,64661.2265625,64661.2265625,64548.28125,64548.28125,42168320,False,,64698.38079265219
2024-06-20 16:35:00+00:00,64561.15625,64639.41796875,64561.15625,64639.41796875,95707136,False,,64698.38079265219
2024-06-20 16:40:00+00:00,64737.59765625,64833.5234375,64737.59765625,64833.5234375,127066112,True,64674.325695603184,
2024-06-20 16:45:00+00:00,64818.98046875,64877.37890625,64818.98046875,64877.37890625,72947712,True,64742.22847849831,
2024-06-20 16:50:00+00:00,64863.65625,64886.078125,64863.65625,64883.1953125,44986368,True,64777.26891316898,
2024-06-20 16:55:00+00:00,64856.50390625,64856.50390625,64793.11328125,64793.11328125,14180352,True,64777.26891316898,
2024-06-20 17:00:00+00:00,64824.2421875,64824.2421875,64780.0546875,64780.0546875,0,True,64777.26891316898,
2024-06-20 17:05:00+00:00,64776.73828125,64788.7578125,64699.640625,64699.640625,30373888,False,,64835.533598324015
2024-06-20 17:10:00+00:00,64805.4609375,64826.40234375,64805.4609375,64826.40234375,8400896,False,,64835.533598324015
2024-06-20 17:15:00+00:00,64839.83203125,64867.8984375,64839.83203125,64867.8984375,0,True,64764.3262230188,
2024-06-20 17:20:00+00:00,64800.63671875,64800.63671875,64780.69921875,64783.5,0,True,64764.3262230188,
2024-06-20 17:25:00+00:00,64718.69921875,64718.69921875,64713.74609375,64713.74609375,0,False,,64803.572575601764
2024-06-20 17:30:00+00:00,64711.96875,64711.96875,64690.8125,64701.7734375,0,False,,64782.29891136983
2024-06-20 17:35:00+00:00,64768.2734375,64768.2734375,64685.28515625,64685.28515625,59338752,False,,64782.29891136983
2024-06-20 17:40:00+00:00,64714.9296875,64726.66015625,64690.0078125,64690.0078125,27375616,False,,64782.29891136983
2024-06-20 17:45:00+00:00,64692.18359375,64692.18359375,64655.8203125,64680.4140625,27101184,False,,64747.06622242045
2024-06-20 17:50:00+00:00,64769.57421875,64793.60546875,64769.57421875,64793.60546875,61249536,True,64704.51286058672,
2024-06-20 17:55:00+00:00,64867.5625,64940.3125,64867.5625,64927.7109375,74997760,True,64819.89751175884,
2024-06-20 18:00:00+00:00,64922.78515625,64964.765625,64922.78515625,64964.765625,4483072,True,64863.941354479306,
2024-06-20 18:05:00+00:00,64997.578125,65052.25390625,64997.578125,65027.3671875,92993536,True,64944.316554944904,
2024-06-20 18:10:00+00:00,65003.01953125,65003.01953125,64919.3671875,64919.3671875,60190720,False,,65044.53287406431
2024-06-20 18:15:00+00:00,64937.84375,64988.5546875,64937.84375,64985.375,0,False,,65044.53287406431
2024-06-20 18:20:00+00:00,65028.3828125,65074.50390625,65028.3828125,65059.11328125,61886464,True,64968.79858686752,
2024-06-20 18:25:00+00:00,65134.05078125,65134.05078125,65106.75390625,65132.91015625,77985792,True,65038.5282985091,
2024-06-20 18:30:00+00:00,65123.26171875,65123.26171875,65064.68359375,65064.68359375,0,True,65038.5282985091,
2024-06-20 18:35:00+00:00,65054.484375,65054.484375,64982.0,64982.0,54523904,False,,65098.96891412603
2024-06-20 18:40:00+00:00,65006.6953125,65039.94140625,64988.53515625,64988.53515625,0,False,,65092.6864758043
2024-06-20 18:45:00+00:00,65006.0703125,65066.71875,65006.0703125,65066.71875,0,False,,65092.6864758043
2024-06-20 18:50:00+00:00,65089.8125,65089.8125,65048.23828125,65085.08984375,27312128,False,,65092.6864758043
2024-06-20 18:55:00+00:00,65072.37109375,65092.609375,65072.37109375,65092.609375,757760,False,,65092.6864758043
2024-06-20 19:00:00+00:00,65092.43359375,65092.43359375,64994.578125,65010.609375,0,False,,65092.6864758043
2024-06-20 19:05:00+00:00,64989.609375,65004.69140625,64989.609375,65003.44140625,34428928,False,,65064.19576434058
2024-06-20 19:10:00+00:00,65008.57421875,65008.57421875,64978.32421875,64978.32421875,14594048,False,,65056.815055064726
2024-06-20 19:15:00+00:00,65012.00390625,65012.00390625,64942.53515625,64942.53515625,12599296,False,,65041.24565893763
